"","truseq","inlysate","purified_RNA","rank","rand_truseq","inlysate_truseq","purified_truseq","inlysate_purified","rand_truseq_truseq"
"23104","GABRG3-AS1","HBA2","GABRG3-AS1",23104,"RGS7",21245,23104,21245,13901
"23105","GABRP","HBB","GABRP",23105,"LINC01856",21246,23105,21246,13901
"23106","GABRR1","HBBP1","GABRR1",23106,"LOC105373774",21247,23106,21247,13903
"23107","GABRR3","HBD","GABRR3",23107,"LOC107987467",21248,23107,21248,13904
"23108","GACAT1","HBE1","GACAT1",23108,"MTMR10",21250,23108,21250,13906
"23109","GACAT3","HBG1","GACAT3",23109,"LOC101928837",21252,23109,21252,13907
"23110","GAGE1","HBG2","GAGE1",23110,"FAT2",21253,23110,21253,13908
"23111","GAGE10","HBM","GAGE10",23111,"NDUFB4",21254,23111,21254,13910
"23112","GAGE12B","HBQ1","GAGE12B",23112,"SNORA41",21256,23112,21256,13911
"23113","GAGE12C","HBZ","GAGE12C",23113,"HOXD10",21257,23113,21257,13912
"23114","GAGE12D","HCAR3","GAGE12D",23114,"FGF20",21258,23114,21258,13913
"23115","GAGE12E","HCCAT5","GAGE12E",23115,"FGF7",21259,23115,21259,13914
"23116","GAGE12F","HCFC1-AS1","GAGE12F",23116,"FCER2",21260,23116,21260,13916
"23117","GAGE12G","HCG14","GAGE12G",23117,"LGSN",21261,23117,21261,13918
"23118","GAGE12H","HCG15","GAGE12H",23118,"MBLAC2",21262,23118,21262,13920
"23119","GAGE12J","HCG17","GAGE12J",23119,"ATAD3B",21264,23119,21264,13921
"23120","GAGE13","HCG20","GAGE13",23120,"OTP",21265,23120,21265,13922
"23121","GAGE2A","HCG21","GAGE2A",23121,"LAMA2",21267,23121,21267,13923
"23122","GAL3ST2","HCG22","GAL3ST2",23122,"PHLDB2",21268,23122,21268,13925
"23123","GAL3ST3","HCG23","GAL3ST3",23123,"MIR6806",21269,23123,21269,13926
"23124","GALNT4","HCG25","GALNT4",23124,"LOC105370892",21270,23124,21270,13927
"23125","GALNT8","HCG26","GALNT8",23125,"LOC105375655",21271,23125,21271,13928
"23126","GALNT9","HCG27","GALNT9",23126,"TBPL2",21273,23126,21273,13929
"23127","GALNTL5","HCG4","GALNTL5",23127,"TNPO2",21274,23127,21274,13930
"23128","GALNTL6-AS1","HCK","GALNTL6-AS1",23128,"SNORD20",21275,23128,21275,13932
"23129","GALP","HCN3","GALP",23129,"FAM83F",21276,23129,21276,13934
"23130","GAPT","HCN4","GAPT",23130,"LYZL6",21277,23130,21277,13935
"23131","GAS2L1P2","HCP5","GAS2L1P2",23131,"LOC105379121",21278,23131,21278,13935
"23132","GAS2L2","HCP5B","GAS2L2",23132,"LOC105370473",21280,23132,21280,13936
"23133","GAS8-AS1","HCRTR2","GAS8-AS1",23133,"OR7C2",21281,23133,21281,13936
"23134","GATA1","HDAC11-AS1","GATA1",23134,"DACH1",21282,23134,21282,13938
"23135","GATA4","HDC","GATA4",23135,"LOC107984903",21283,23135,21283,13938
"23136","GATA5","HEAT2","GATA5",23136,"TCP10",21284,23136,21284,13938
"23137","GAU1","HEATR9","GAU1",23137,"IRX1",21285,23137,21285,13940
"23138","GBP1P1","HECW1-IT1","GBP1P1",23138,"LMNTD1",21286,23138,21286,13942
"23139","GBP6","HELT","GBP6",23139,"LOC107984646",21287,23139,21287,13942
"23140","GBP7","HEMGN","GBP7",23140,"LOC107986940",21288,23140,21288,13944
"23141","GBX1","HEPACAM2","GBX1",23141,"MIR4685",21290,23141,21290,13945
"23142","GBX2","HEPN1","GBX2",23142,"LOC105373115",21292,23142,21292,13946
"23143","GC","HERC2P10","GC",23143,"LOC105379023",21293,23143,21293,13946
"23144","GCGR","HERC2P11","GCGR",23144,"LOC105378892",21294,23144,21294,13947
"23145","GCM2","HERC2P4","GCM2",23145,"LINC01810",21295,23145,21295,13948
"23146","GCNT2","HERC2P7","GCNT2",23146,"LOC105376085",21296,23146,21296,13948
"23147","GCNT7","HES3","GCNT7",23147,"LOC107984912",21297,23147,21297,13948
"23148","GCOM1","HES5","GCOM1",23148,"LOC339803",21298,23148,21298,13949
"23149","GCSAM","HGFAC","GCSAM",23149,"LOC107985399",21300,23149,21300,13951
"23150","GCSAML","HHATL","GCSAML",23150,"LOC105371750",21301,23150,21301,13951
"23151","GCSAML-AS1","HHATL-AS1","GCSAML-AS1",23151,"MOBP",21302,23151,21302,13953
"23152","GCSHP3","HHLA1","GCSHP3",23152,"LOC105377612",21303,23152,21303,13954
"23153","GCSIR","HHLA2","GCSIR",23153,"SPATA33",21304,23153,21304,13956
"23154","GDA","HID1","GDA",23154,"MIR4435-2",21306,23154,21306,13957
"23155","GDF1","HID1-AS1","GDF1",23155,"SARDH",21307,23155,21307,13959
"23156","GDF2","HIGD1B","GDF2",23156,"LOC105372256",21308,23156,21308,13960
"23157","GDF3","HIGD1C","GDF3",23157,"SIPA1",21309,23157,21309,13961
"23158","GDF5-AS1","HJV","GDF5-AS1",23158,"LINC01248",21311,23158,21311,13961
"23159","GDF7","HK3","GDF7",23159,"LOC105378375",21312,23159,21312,13962
"23160","GDPD2","HLA-DMB","GDPD2",23160,"MIR876",21313,23160,21313,13962
"23161","GET1-SH3BGR","HLA-DOA","GET1-SH3BGR",23161,"LOC112268127",21314,23161,21314,13963
"23162","GFI1B","HLA-DOB","GFI1B",23162,"MIR4284",21315,23162,21315,13964
"23163","GFRA3","HLA-DPA1","GFRA3",23163,"SENP3",21316,23163,21316,13965
"23164","GFRA4","HLA-DPB2","GFRA4",23164,"SNORD160",21317,23164,21317,13965
"23165","GFRAL","HLA-DQA1","GFRAL",23165,"LOC105373279",21318,23165,21318,13966
"23166","GGT2","HLA-DQA2","GGT2",23166,"ASCC1",21319,23166,21319,13968
"23167","GGT3P","HLA-DQB1","GGT3P",23167,"LOC105371120",21320,23167,21320,13968
"23168","GGTLC1","HLA-DQB1-AS1","GGTLC1",23168,"SOCS5",21321,23168,21321,13970
"23169","GGTLC2","HLA-DQB2","GGTLC2",23169,"H2AX",21322,23169,21322,13972
"23170","GGTLC3","HLA-DRB3","GGTLC3",23170,"LOC107985324",21323,23170,21323,13973
"23171","GH1","HLA-DRB4","GH1",23171,"APOC1P1",21324,23171,21324,13975
"23172","GH2","HLA-DRB5","GH2",23172,"LOC105371121",21326,23172,21326,13976
"23173","GHRH","HLA-DRB6","GHRH",23173,"RNF216",21327,23173,21327,13978
"23174","GHRHR","HLA-G","GHRHR",23174,"GLYATL1",21328,23174,21328,13980
"23175","GIMAP1","HLA-J","GIMAP1",23175,"FNDC1",21330,23175,21330,13981
"23176","GIMAP1-GIMAP5","HLA-V","GIMAP1-GIMAP5",23176,"TLR1",21331,23176,21331,13982
"23177","GIMAP4","HLTF-AS1","GIMAP4",23177,"LOC100270746",21332,23177,21332,13984
"23178","GIMAP5","HM13-AS1","GIMAP5",23178,"TMLHE",21333,23178,21333,13986
"23179","GIMAP6","HMGA1P7","GIMAP6",23179,"SNORA31",21334,23179,21334,13987
"23180","GIMAP7","HMGB3P1","GIMAP7",23180,"MIR1302-1",21335,23180,21335,13987
"23181","GIMAP8","HMGB4","GIMAP8",23181,"PCDHB3",21336,23181,21336,13989
"23182","GIMD1","HMGCLL1","GIMD1",23182,"POLRMT",21337,23182,21337,13991
"23183","GJA10","HMGCS2","GJA10",23183,"LOC107984988",21338,23183,21338,13992
"23184","GJA4","HMHB1","GJA4",23184,"DAG1",21339,23184,21339,13993
"23185","GJA5","HMMR-AS1","GJA5",23185,"PKHD1L1",21340,23185,21340,13994
"23186","GJA8","HMX1","GJA8",23186,"LOC107986579",21341,23186,21341,13995
"23187","GJA9","HMX2","GJA9",23187,"LINC02374",21342,23187,21342,13996
"23188","GJA9-MYCBP","HMX3","GJA9-MYCBP",23188,"LOC105373029",21344,23188,21344,13996
"23189","GJB1","HNF1B","GJB1",23189,"LOC105375052",21345,23189,21345,13997
"23190","GJB4","HNF4A","GJB4",23190,"MIR3159",21346,23190,21346,13997
"23191","GJB6","HNF4A-AS1","GJB6",23191,"DNAJC10",21347,23191,21347,13999
"23192","GJB7","HNRNPA1P33","GJB7",23192,"RACGAP1",21348,23192,21348,14001
"23193","GJD2","HNRNPCL1","GJD2",23193,"TOMM40",21349,23193,21349,14003
"23194","GJE1","HNRNPCL2","GJE1",23194,"LOC105372319",21350,23194,21350,14004
"23195","GK2","HNRNPCL3","GK2",23195,"MCHR2",21351,23195,21351,14004
"23196","GK3P","HNRNPCL4","GK3P",23196,"WHAMM",21352,23196,21352,14006
"23197","GKN1","HNRNPKP3","GKN1",23197,"LOC105376704",21353,23197,21353,14007
"23198","GLOD5","HNRNPUL2-BSCL2","GLOD5",23198,"LOC112268241",21354,23198,21354,14008
"23199","GLP1R","HOTS","GLP1R",23199,"C3",21355,23199,21355,14010
"23200","GLRA1","HOTTIP","GLRA1",23200,"ATP2B4",21357,23200,21357,14012
"23201","GLRA3","HOXA10-HOXA9","GLRA3",23201,"OR52N4",21359,23201,21359,14014
"23202","GLS2","HOXB1","GLS2",23202,"LOC101928589",21360,23202,21360,14014
"23203","GLT1D1","HOXC12","GLT1D1",23203,"LOC105370384",21361,23203,21361,14016
"23204","GLT6D1","HOXC13-AS","GLT6D1",23204,"LOC100996447",21363,23204,21363,14018
"23205","GLUD2","HOXD10","GLUD2",23205,"LOC105370775",21364,23205,21364,14019
"23206","GLYAT","HOXD12","GLYAT",23206,"LOC107985269",21365,23206,21365,14020
"23207","GLYATL1B","HOXD13","GLYATL1B",23207,"KRTAP6-1",21366,23207,21366,14020
"23208","GLYATL3","HP","GLYATL3",23208,"THEG",21367,23208,21367,14022
"23209","GLYCAM1","HPAT5","GLYCAM1",23209,"HEYL",21368,23209,21368,14023
"23210","GLYCTK-AS1","HPCA","GLYCTK-AS1",23210,"NOL4L-DT",21370,23210,21370,14024
"23211","GMCL2","HPCAL4","GMCL2",23211,"WDR72",21371,23211,21371,14025
"23212","GML","HPGD","GML",23212,"GTF2IRD1P1",21373,23212,21373,14027
"23213","GNA14-AS1","HPGDS","GNA14-AS1",23213,"TTTY20",21374,23213,21374,14028
"23214","GNAT1","HPN","GNAT1",23214,"LOC107986547",21376,23214,21376,14029
"23215","GNAT3","HPN-AS1","GNAT3",23215,"TXNDC9",21377,23215,21377,14031
"23216","GNG13","HPR","GNG13",23216,"ZMYND8",21378,23216,21378,14033
"23217","GNG14","HPYR1","GNG14",23217,"C2CD4B",21379,23217,21379,14034
"23218","GNG4","HRG","GNG4",23218,"LOC107987099",21380,23218,21380,14035
"23219","GNLY","HRH2","GNLY",23219,"LINC02851",21381,23219,21381,14037
"23220","GNMT","HRH3","GNMT",23220,"LOC107985306",21382,23220,21382,14039
"23221","GOLGA2P11","HRNR","GOLGA2P11",23221,"SLC25A2",21383,23221,21383,14039
"23222","GOLGA2P2Y","HS1BP3-IT1","GOLGA2P2Y",23222,"HTR5A-AS1",21385,23222,21385,14039
"23223","GOLGA2P3Y","HS3ST4","GOLGA2P3Y",23223,"KCNV1",21386,23223,21386,14039
"23224","GOLGA2P6","HS3ST5","GOLGA2P6",23224,"TTLL10-AS1",21387,23224,21387,14039
"23225","GOLGA2P9","HS3ST6","GOLGA2P9",23225,"PIK3R5",21388,23225,21388,14040
"23226","GOLGA6A","HS6ST2","GOLGA6A",23226,"ZIC2",21389,23226,21389,14042
"23227","GOLGA6B","HS6ST2-AS1","GOLGA6B",23227,"TSLP",21390,23227,21390,14044
"23228","GOLGA6C","HSD11B1-AS1","GOLGA6C",23228,"KCNK17",21392,23228,21392,14045
"23229","GOLGA6D","HSD17B3-AS1","GOLGA6D",23229,"CASC20",21393,23229,21393,14046
"23230","GOLGA6L1","HSD3B1","GOLGA6L1",23230,"LOC107985284",21394,23230,21394,14048
"23231","GOLGA6L10","HSD3B2","GOLGA6L10",23231,"PNLIPRP3",21395,23231,21395,14050
"23232","GOLGA6L2","HSD52","GOLGA6L2",23232,"MEIKIN",21397,23232,21397,14051
"23233","GOLGA6L22","HSF5","GOLGA6L22",23233,"LOC105371299",21398,23233,21398,14052
"23234","GOLGA6L3","HSFX2","GOLGA6L3",23234,"C8orf89",21399,23234,21399,14054
"23235","GOLGA6L4","HSFX3","GOLGA6L4",23235,"LOC105379118",21400,23235,21400,14054
"23236","GOLGA6L6","HSFX4","GOLGA6L6",23236,"MIR4664",21401,23236,21401,14055
"23237","GOLGA6L7","HSFY1","GOLGA6L7",23237,"ARRDC1",21402,23237,21402,14057
"23238","GOLGA8CP","HSFY1P1","GOLGA8CP",23238,"KRT6A",21403,23238,21403,14058
"23239","GOLGA8DP","HSFY2","GOLGA8DP",23239,"KRT3",21404,23239,21404,14059
"23240","GOLGA8EP","HSPB2-C11orf52","GOLGA8EP",23240,"CASP9",21406,23240,21406,14061
"23241","GOLGA8F","HSPB9","GOLGA8F",23241,"LOC105371973",21408,23241,21408,14062
"23242","GOLGA8G","HSPC102","GOLGA8G",23242,"LOC105373496",21409,23242,21409,14063
"23243","GOLGA8H","HSPC324","GOLGA8H",23243,"LOC105379829",21410,23243,21410,14063
"23244","GOLGA8IP","HSPE1-MOB4","GOLGA8IP",23244,"CP",21411,23244,21411,14065
"23245","GOLGA8J","HTD2","GOLGA8J",23245,"OR2L5",21413,23245,21413,14066
"23246","GOLGA8M","HTN1","GOLGA8M",23246,"LOC105373579",21414,23246,21414,14066
"23247","GOLGA8N","HTN3","GOLGA8N",23247,"VPREB3",21415,23247,21415,14068
"23248","GOLGA8O","HTR1A","GOLGA8O",23248,"SNORD114-4",21417,23248,21417,14070
"23249","GOLGA8Q","HTR1B","GOLGA8Q",23249,"PPY2P",21418,23249,21418,14071
"23250","GOLGA8R","HTR1F","GOLGA8R",23250,"BSX",21419,23250,21419,14072
"23251","GOLGA8S","HTR2A-AS1","GOLGA8S",23251,"CAMK2B",21420,23251,21420,14073
"23252","GOLGA8T","HTR2C","GOLGA8T",23252,"GPR142",21421,23252,21421,14073
"23253","GOLT1A","HTR3A","GOLT1A",23253,"SULT1A1",21422,23253,21422,14074
"23254","GOT1L1","HTR3C","GOT1L1",23254,"MICU3",21423,23254,21423,14076
"23255","GP1BA","HTR3D","GP1BA",23255,"PIGZ",21424,23255,21424,14078
"23256","GP1BB","HTR3E","GP1BB",23256,"PLXDC2",21425,23256,21425,14079
"23257","GP2","HTR5A-AS1","GP2",23257,"LOC105374456",21426,23257,21426,14080
"23258","GP6","HTR6","GP6",23258,"ZCCHC10",21428,23258,21428,14081
"23259","GP9","HTT-AS","GP9",23259,"LOC101929756",21429,23259,21429,14082
"23260","GPA33","HYAL4","GPA33",23260,"KIAA0754",21430,23260,21430,14084
"23261","GPC3-AS1","HYAL6P","GPC3-AS1",23261,"MINDY4B",21431,23261,21431,14084
"23262","GPC5","IAPP","GPC5",23262,"SYNC",21432,23262,21432,14086
"23263","GPC5-AS1","IATPR","GPC5-AS1",23263,"LOC105374200",21433,23263,21433,14086
"23264","GPC5-AS2","IBA57-DT","GPC5-AS2",23264,"LOC105376208",21435,23264,21435,14088
"23265","GPC6-AS1","ICOS","GPC6-AS1",23265,"EXTL3-AS1",21436,23265,21436,14090
"23266","GPC6-AS2","IDH2-DT","GPC6-AS2",23266,"SMAD3",21437,23266,21437,14091
"23267","GPHB5","IDO2","GPHB5",23267,"LOC101929704",21438,23267,21438,14093
"23268","GPIHBP1","IFIT1B","GPIHBP1",23268,"PEG13",21439,23268,21439,14094
"23269","GPM6A","IFITM4P","GPM6A",23269,"LOC105371099",21440,23269,21440,14094
"23270","GPR1-AS","IFITM5","GPR1-AS",23270,"PCAT19",21442,23270,21442,14095
"23271","GPR101","IFNA1","GPR101",23271,"SLFN11",21443,23271,21443,14096
"23272","GPR119","IFNA10","GPR119",23272,"COPB2",21444,23272,21444,14098
"23273","GPR12","IFNA13","GPR12",23273,"ZNHIT6",21445,23273,21445,14100
"23274","GPR132","IFNA14","GPR132",23274,"LOC105372576",21446,23274,21446,14101
"23275","GPR139","IFNA16","GPR139",23275,"RPS27",21447,23275,21447,14102
"23276","GPR141","IFNA17","GPR141",23276,"C1orf210",21448,23276,21448,14104
"23277","GPR142","IFNA2","GPR142",23277,"LOC105370917",21449,23277,21449,14105
"23278","GPR143","IFNA21","GPR143",23278,"GTF2H2B",21450,23278,21450,14106
"23279","GPR148","IFNA4","GPR148",23279,"LOC107984180",21451,23279,21451,14107
"23280","GPR149","IFNA5","GPR149",23280,"RAI14",21452,23280,21452,14108
"23281","GPR15","IFNA6","GPR15",23281,"CXorf49B",21453,23281,21453,14109
"23282","GPR151","IFNA7","GPR151",23282,"LOC107986622",21454,23282,21454,14110
"23283","GPR152","IFNA8","GPR152",23283,"FNDC3A",21455,23283,21455,14112
"23284","GPR158-AS1","IFNB1","GPR158-AS1",23284,"RALY-AS1",21457,23284,21457,14113
"23285","GPR17","IFNG","GPR17",23285,"LINC00951",21458,23285,21458,14113
"23286","GPR171","IFNK","GPR171",23286,"COG2",21459,23286,21459,14114
"23287","GPR174","IFNL1","GPR174",23287,"LMNTD2",21460,23287,21460,14114
"23288","GPR179","IFNL2","GPR179",23288,"PRR19",21461,23288,21461,14115
"23289","GPR182","IFNL3","GPR182",23289,"STX1B",21463,23289,21463,14116
"23290","GPR20","IFNL4","GPR20",23290,"LOC105369370",21465,23290,21465,14117
"23291","GPR22","IFNLR1","GPR22",23291,"LOC107984173",21467,23291,21467,14117
"23292","GPR25","IFNW1","GPR25",23292,"CNTN5",21468,23292,21468,14119
"23293","GPR26","IFT80","GPR26",23293,"STX17",21470,23293,21470,14121
"23294","GPR31","IGF2","GPR31",23294,"LINC00408",21471,23294,21471,14122
"23295","GPR32","IGF2-AS","GPR32",23295,"SLC39A9",21473,23295,21473,14124
"23296","GPR33","IGF2BP2-AS1","GPR33",23296,"TUBGCP3",21474,23296,21474,14126
"23297","GPR42","IGFALS","GPR42",23297,"LOC105369795",21476,23297,21476,14126
"23298","GPR45","IGFBP7-AS1","GPR45",23298,"TIMP4",21477,23298,21477,14128
"23299","GPR50","IGFL1","GPR50",23299,"SNORD47",21478,23299,21478,14130
"23300","GPR50-AS1","IGFL2","GPR50-AS1",23300,"HDAC3",21480,23300,21480,14131
"23301","GPR52","IGFL4","GPR52",23301,"ZSCAN20",21481,23301,21481,14133
"23302","GPR6","IGHV1OR15-1","GPR6",23302,"HRAS",21482,23302,21482,14134
"23303","GPR61","IGHV1OR15-3","GPR61",23303,"CLEC5A",21483,23303,21483,14135
"23304","GPR75-ASB3","IGLL1","GPR75-ASB3",23304,"TMCO1",21484,23304,21484,14137
"23305","GPR78","IGLL3P","GPR78",23305,"LOC105374894",21485,23305,21485,14137
"23306","GPR82","IGLL5","GPR82",23306,"NTN5",21486,23306,21486,14139
"23307","GPR88","IGLON5","GPR88",23307,"LOC105370278",21487,23307,21487,14140
"23308","GPRASP2","IGSF1","GPRASP2",23308,"LOC105375701",21488,23308,21488,14141
"23309","GPRC6A","IGSF11-AS1","GPRC6A",23309,"LOC105373785",21489,23309,21489,14142
"23310","GPRIN2","IGSF21","GPRIN2",23310,"F8A2",21490,23310,21490,14143
"23311","GPSM3","IGSF21-AS1","GPSM3",23311,"LOC105370891",21491,23311,21491,14144
"23312","GPT","IGSF23","GPT",23312,"DLSTP1",21493,23312,21493,14146
"23313","GPX2","IGSF6","GPX2",23313,"CA6",21494,23313,21494,14148
"23314","GPX5","IHH","GPX5",23314,"LOC101926898",21495,23314,21495,14149
"23315","GPX6","IL10","GPX6",23315,"BTBD6",21497,23315,21497,14151
"23316","GRAP2","IL12RB1","GRAP2",23316,"DKFZp434L192",21499,23316,21499,14152
"23317","GRAPL","IL12RB2","GRAPL",23317,"LOC105372826",21501,23317,21501,14153
"23318","GRHL2","IL17A","GRHL2",23318,"DNM1P50",21502,23318,21502,14155
"23319","GRHL3-AS1","IL17C","GRHL3-AS1",23319,"LOC107987427",21504,23319,21504,14156
"23320","GRIA2","IL17F","GRIA2",23320,"CDC42EP3",21505,23320,21505,14157
"23321","GRID1-AS1","IL17REL","GRID1-AS1",23321,"TEKT2",21506,23321,21506,14159
"23322","GRID2","IL18RAP","GRID2",23322,"LOC101929750",21508,23322,21508,14160
"23323","GRID2IP","IL1F10","GRID2IP",23323,"VIPR2",21509,23323,21509,14161
"23324","GRIFIN","IL1RAPL1","GRIFIN",23324,"TYMSOS",21511,23324,21511,14163
"23325","GRIK3","IL1RAPL2","GRIK3",23325,"GID4",21512,23325,21512,14164
"23326","GRIN2B","IL2","GRIN2B",23326,"CNNM4",21513,23326,21513,14166
"23327","GRM3","IL20RB-AS1","GRM3",23327,"LOC107985957",21515,23327,21515,14168
"23328","GRM3-AS1","IL21","GRM3-AS1",23328,"KLK14",21516,23328,21516,14169
"23329","GRM5","IL21R-AS1","GRM5",23329,"MIR1205",21517,23329,21517,14169
"23330","GRM5-AS1","IL22","GRM5-AS1",23330,"MIR7160",21518,23330,21518,14169
"23331","GRM7","IL22RA2","GRM7",23331,"ZNF335",21519,23331,21519,14171
"23332","GRM7-AS2","IL25","GRM7-AS2",23332,"OR2B6",21521,23332,21521,14173
"23333","GRM7-AS3","IL26","GRM7-AS3",23333,"HMGN1",21522,23333,21522,14175
"23334","GRM8-AS1","IL27","GRM8-AS1",23334,"TOP1P1",21523,23334,21523,14176
"23335","GRPEL2-AS1","IL2RA","GRPEL2-AS1",23335,"LOC101927389",21524,23335,21524,14177
"23336","GRXCR1","IL2RB","GRXCR1",23336,"BAG2",21526,23336,21526,14179
"23337","GRXCR2","IL2RG","GRXCR2",23337,"LOC112267877",21527,23337,21527,14181
"23338","GS1-24F4.2","IL3","GS1-24F4.2",23338,"GFI1B",21528,23338,21528,14183
"23339","GS1-278J22.2","IL31","GS1-278J22.2",23339,"LOC105370286",21529,23339,21529,14184
"23340","GS1-279B7.1","IL36A","GS1-279B7.1",23340,"LOC105371030",21530,23340,21530,14185
"23341","GS1-594A7.3","IL3RA","GS1-594A7.3",23341,"CPXM1",21531,23341,21531,14187
"23342","GS1-600G8.3","IL5","GS1-600G8.3",23342,"AGRP",21532,23342,21532,14189
"23343","GSC-DT","IL5RA","GSC-DT",23343,"LOC112267964",21533,23343,21533,14190
"23344","GSC2","IL9","GSC2",23344,"LOC392452",21534,23344,21534,14191
"23345","GSG1L2","IL9R","GSG1L2",23345,"LHFPL6",21535,23345,21535,14192
"23346","GSTA3","ILDR1","GSTA3",23346,"CPB2-AS1",21536,23346,21536,14193
"23347","GSTA5","IMPA1P1","GSTA5",23347,"TMC3",21538,23347,21538,14194
"23348","GSTA7P","IMPG1","GSTA7P",23348,"SRGAP2B",21539,23348,21539,14195
"23349","GSTCD-AS1","INAVA","GSTCD-AS1",23349,"IL4",21541,23349,21541,14197
"23350","GSTTP2","INHBC","GSTTP2",23350,"KAT5",21542,23350,21542,14199
"23351","GSX1","INMT-MINDY4","GSX1",23351,"SLC48A1",21543,23351,21543,14201
"23352","GSX2","INPP5D","GSX2",23352,"SLC10A2",21544,23352,21544,14202
"23353","GTF2A1L","INS","GTF2A1L",23353,"JAM3",21545,23353,21545,14203
"23354","GTF2IP23","INS-IGF2","GTF2IP23",23354,"LCE1B",21546,23354,21546,14204
"23355","GTF2IP7","INSL4","GTF2IP7",23355,"ROPN1",21547,23355,21547,14206
"23356","GTF3C2-AS1","INSL6","GTF3C2-AS1",23356,"LOC107986489",21548,23356,21548,14207
"23357","GTSCR1","INSM1","GTSCR1",23357,"LINC02796",21549,23357,21549,14207
"23358","GTSF1","INSM2","GTSF1",23358,"LOC105375018",21550,23358,21550,14207
"23359","GTSF1L","INSRR","GTSF1L",23359,"LOC105377414",21551,23359,21551,14207
"23360","GUCA1C","INSYN1-AS1","GUCA1C",23360,"LINC00677",21552,23360,21552,14209
"23361","GUCA2A","INTS4P2","GUCA2A",23361,"TSPAN17",21554,23361,21554,14210
"23362","GUCA2B","IP6K3","GUCA2B",23362,"CENPA",21556,23362,21556,14212
"23363","GUCY1B2","IQANK1","GUCY1B2",23363,"APOLD1",21557,23363,21557,14214
"23364","GUCY2C","IQCF2","GUCY2C",23364,"CNGB3",21558,23364,21558,14215
"23365","GUCY2D","IQCF3","GUCY2D",23365,"LOC105379565",21559,23365,21559,14215
"23366","GUCY2EP","IQCF4","GUCY2EP",23366,"LINC02172",21560,23366,21560,14217
"23367","GUCY2F","IQCF5","GUCY2F",23367,"BAG1",21561,23367,21561,14218
"23368","GUCY2GP","IQCF5-AS1","GUCY2GP",23368,"CACNA1G-AS1",21562,23368,21562,14220
"23369","GUSBP10","IQCF6","GUSBP10",23369,"MIR6790",21563,23369,21563,14220
"23370","GUSBP14","IQCJ-SCHIP1","GUSBP14",23370,"PDE11A-AS1",21564,23370,21564,14221
"23371","GUSBP16","IQCJ-SCHIP1-AS1","GUSBP16",23371,"LOC102724865",21565,23371,21565,14222
"23372","GUSBP9","IQSEC3","GUSBP9",23372,"FAM222A",21567,23372,21567,14223
"23373","GXYLT1P3","IRF5","GXYLT1P3",23373,"NMU",21569,23373,21569,14224
"23374","GYPA","IRF8","GYPA",23374,"ATOH8",21570,23374,21570,14226
"23375","GZMA","IRGC","GZMA",23375,"OAT",21571,23375,21571,14228
"23376","GZMB","IRS4","GZMB",23376,"TMC2",21573,23376,21573,14229
"23377","GZMH","IRX4","GZMH",23377,"LOC105379143",21575,23377,21575,14230
"23378","GZMK","ISL1","GZMK",23378,"MIR155",21576,23378,21576,14231
"23379","GZMM","ISM1-AS1","GZMM",23379,"C15orf41",21577,23379,21577,14233
"23380","H1-6","ISX","H1-6",23380,"OTUD7B",21578,23380,21578,14235
"23381","H1-7","ISX-AS1","H1-7",23381,"LOC105374870",21579,23381,21579,14236
"23382","H1-8","ISY1-RAB43","H1-8",23382,"CADPS",21581,23382,21581,14238
"23383","H2AB1","ITGA9","H2AB1",23383,"CD247",21583,23383,21583,14240
"23384","H2AB2","ITGAD","H2AB2",23384,"CCDC85B",21584,23384,21584,14242
"23385","H2AB3","ITGAL","H2AB3",23385,"TPTE2P5",21585,23385,21585,14244
"23386","H2AC1","ITGAX","H2AC1",23386,"FMNL3",21587,23386,21587,14246
"23387","H2AC2P","ITGB6","H2AC2P",23387,"LRRN2",21589,23387,21589,14248
"23388","H2AC7","ITIH2","H2AC7",23388,"LOC105378929",21590,23388,21590,14249
"23389","H2AP","ITIH6","H2AP",23389,"TAS2R43",21591,23389,21591,14250
"23390","H2AW","ITLN1","H2AW",23390,"ARG2",21592,23390,21592,14252
"23391","H2BC1","ITLN2","H2BC1",23391,"MIR7112",21593,23391,21593,14254
"23392","H2BE1","ITPK1-AS1","H2BE1",23392,"FOXJ3",21594,23392,21594,14256
"23393","H2BU1","ITPKB-IT1","H2BU1",23393,"LOC105379384",21595,23393,21595,14257
"23394","H2BW2","ITPRIP-AS1","H2BW2",23394,"LOC401040",21596,23394,21596,14257
